"","Isolate","Accession_number","Collection_time","Country","Continent","Genotype","Source","Collection_year"
"968","FR5137","ERR6044920","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"969","FR5138","ERR6044921","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"970","FR5139","ERR6044922","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"971","FR5154","ERR6044923","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"972","FR5155","ERR6044924","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"973","FR5160","ERR6044925","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"974","FR5161","ERR6044926","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"975","FR5162","ERR6044927","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"976","FR5163","ERR6044928","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"977","FR5165","ERR6044930","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"978","FR5167","ERR6044931","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"979","FR5168","ERR6044932","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"980","FR5170","ERR6044933","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"981","FR5173","ERR6044934","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"982","FR5174","ERR6044935","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"983","FR5176","ERR6044936","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"984","FR5178","ERR6044937","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"985","FR5179","ERR6044938","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"986","FR5184","ERR6044939","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"987","FR5185","ERR6044940","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"988","FR5188","ERR6044941","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"989","FR5190","ERR6044942","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"990","FR5191","ERR6044943","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"991","FR5206","ERR6044944","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"992","FR5207","ERR6044945","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"993","FR5208","ERR6044946","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"994","FR5209","ERR6044947","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"995","FR5210","ERR6044948","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"996","FR5211","ERR6044949","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"997","FR5212","ERR6044950","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"998","FR5213","ERR6044951","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"999","FR5214","ERR6044952","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"1000","FR5215","ERR6044953","2012","France","Europe","Others","Lefrancq & Bouchez et al., 2022",NA
"1001","FR5216","ERR6044954","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"1002","FR5218","ERR6044955","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"1003","FR5219","ERR6044956","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"1004","FR5223","ERR6044957","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"1005","FR5226","ERR6044958","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"1006","FR5255","ERR6044959","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"1007","FR5258","ERR6044960","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"1008","FR5260","ERR6044961","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"1009","FR5263","ERR6044962","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"1010","FR5274","ERR6044963","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"1011","FR5275","ERR6044964","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"1012","FR5276","ERR6044965","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"1013","FR5277","ERR6044966","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"1014","FR5278","ERR6044967","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"1015","FR5279","ERR6044968","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"1016","FR5280","ERR6044969","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"1017","FR5164","ERR6045017","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"1018","FR4202","ERR8052263","2009","France","Europe","Others","NCBI",NA
"1019","FR5015","ERR8052264","2011","France","Europe","Others","NCBI",NA
"1020","FR5016","ERR8052265","2011","France","Europe","Others","NCBI",NA
"1021","FR6807","ERR8052266","2019","France","Europe","ptxP3/fim3-2","NCBI",NA
"1022","FR6812","ERR8052267","2019","France","Europe","ptxP3/fim3-2","NCBI",NA
"1023","FR0240",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1024","FR0242",NA,"1996","France","Europe","ptxP3/fim3-1","This study",NA
"1025","FR0243",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1026","FR0244",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1027","FR0245",NA,"1996","France","Europe","ptxP3/fim3-1","This study",NA
"1028","FR0246",NA,"1996","France","Europe","ptxP3/fim3-1","This study",NA
"1029","FR0247",NA,"1996","France","Europe","ptxP3/fim3-1","This study",NA
"1030","FR0257",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1031","FR0259",NA,"1996","France","Europe","ptxP3/fim3-1","This study",NA
"1032","FR0260",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1033","FR0262",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1034","FR0263",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1035","FR0264",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1036","FR0269",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1037","FR0274",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1038","FR0276",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1039","FR0277",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1040","FR0278",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1041","FR0279",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1042","FR0282",NA,"1996","France","Europe","ptxP3/fim3-2","This study",NA
"1043","FR0287",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1044","FR0290",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1045","FR0299",NA,"1996","France","Europe","ptxP3/fim3-1","This study",NA
"1046","FR0316",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1047","FR0334",NA,"1997","France","Europe","ptxP3/fim3-1","This study",NA
"1048","FR0347",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1049","FR0349",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1050","FR0364",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1051","FR0370",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1052","FR0372",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1053","FR0373",NA,"1997","France","Europe","ptxP3/fim3-1","This study",NA
"1054","FR0375",NA,"1997","France","Europe","ptxP3/fim3-1","This study",NA
"1055","FR0377",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1056","FR0380",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1057","FR0383",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1058","FR0386",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1059","FR0387",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1060","FR0390",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1061","FR0391",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1062","FR0392",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1063","FR0393",NA,"1997","France","Europe","ptxP3/fim3-2","This study",NA
"1064","FR0395",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1065","FR0432",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1066","FR0435",NA,"1997","France","Europe","ptxP3/fim3-1","This study",NA
"1067","FR0436",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1068","FR0437",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1069","FR0450",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1070","FR0452",NA,"1997","France","Europe","ptxP3/fim3-1","This study",NA
"1071","FR0458",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1072","FR0459",NA,"1997","France","Europe","ptxP3/fim3-2","This study",NA
"1073","FR0460",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1074","FR0462",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1075","FR0463",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1076","FR0464",NA,"1997","France","Europe","ptxP3/fim3-2","This study",NA
"1077","FR0484",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1078","FR0512",NA,"1997","France","Europe","ptxP3/fim3-1","This study",NA
"1079","FR0528",NA,"1997","France","Europe","ptxP3/fim3-2","This study",NA
"1080","FR0533",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1081","FR0620",NA,"1998","France","Europe","ptxP3/fim3-2","This study",NA
"1082","FR0621",NA,"1998","France","Europe","ptxP3/fim3-1","This study",NA
"1083","FR0622",NA,"1998","France","Europe","ptxP3/fim3-1","This study",NA
"1084","FR0623",NA,"1998","France","Europe","ptxP3/fim3-2","This study",NA
"1085","FR0665",NA,"1998","France","Europe","ptxP3/fim3-2","This study",NA
"1086","FR0668",NA,"1998","France","Europe","ptxP3/fim3-2","This study",NA
"1087","FR0670",NA,"1998","France","Europe","ptxP3/fim3-2","This study",NA
"1088","FR0671",NA,"1999","France","Europe","ptxP3/fim3-1","This study",NA
"1089","FR0672",NA,"1999","France","Europe","ptxP1/fim3-1","This study",NA
"1090","FR0675",NA,"1999","France","Europe","ptxP3/fim3-2","This study",NA
"1091","FR0901",NA,"2000","France","Europe","ptxP3/fim3-2","This study",NA
"1092","FR0902",NA,"2000","France","Europe","ptxP1/fim3-1","This study",NA
"1093","FR0907",NA,"2000","France","Europe","ptxP3/fim3-2","This study",NA
"1094","FR0908",NA,"2000","France","Europe","ptxP3/fim3-1","This study",NA
"1095","FR0922",NA,"2000","France","Europe","ptxP3/fim3-2","This study",NA
"1096","FR0924",NA,"2000","France","Europe","ptxP3/fim3-1","This study",NA
"1097","FR0999",NA,"2000","France","Europe","ptxP3/fim3-2","This study",NA
"1098","FR1000",NA,"2000","France","Europe","ptxP3/fim3-2","This study",NA
"1099","FR1001",NA,"2000","France","Europe","ptxP3/fim3-2","This study",NA
"1100","FR1002",NA,"2000","France","Europe","ptxP3/fim3-2","This study",NA
"1101","FR1003",NA,"2000","France","Europe","ptxP3/fim3-2","This study",NA
"1102","FR1004",NA,"2000","France","Europe","ptxP3/fim3-2","This study",NA
"1103","FR1005",NA,"2000","France","Europe","ptxP3/fim3-2","This study",NA
"1104","FR1006",NA,"2000","France","Europe","ptxP3/fim3-2","This study",NA
"1105","FR1008",NA,"2000","France","Europe","ptxP3/fim3-2","This study",NA
"1106","FR1010",NA,"2001","France","Europe","ptxP3/fim3-2","This study",NA
"1107","FR1011",NA,"2001","France","Europe","ptxP3/fim3-1","This study",NA
"1108","FR1012",NA,"2001","France","Europe","ptxP3/fim3-2","This study",NA
"1109","FR1013",NA,"2001","France","Europe","ptxP3/fim3-2","This study",NA
"1110","FR1014",NA,"2001","France","Europe","ptxP3/fim3-2","This study",NA
"1111","FR1016",NA,"2000","France","Europe","ptxP3/fim3-2","This study",NA
"1112","FR1018",NA,"1997","France","Europe","ptxP1/fim3-1","This study",NA
"1113","FR1019",NA,"2000","France","Europe","ptxP3/fim3-2","This study",NA
"1114","FR1021",NA,"1998","France","Europe","ptxP1/fim3-1","This study",NA
"1115","FR1022",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1116","FR1023",NA,"1996","France","Europe","ptxP1/fim3-1","This study",NA
"1117","FR1024",NA,"2001","France","Europe","ptxP3/fim3-2","This study",NA
"1118","FR1026",NA,"2001","France","Europe","ptxP3/fim3-2","This study",NA
"1119","FR1028",NA,"2001","France","Europe","ptxP3/fim3-2","This study",NA
"1120","FR1029",NA,"2001","France","Europe","ptxP3/fim3-2","This study",NA
"1121","FR3105",NA,"2004","France","Europe","ptxP3/fim3-1","This study",NA
"1122","FR3119",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1123","FR3124",NA,"2004","France","Europe","ptxP3/fim3-1","This study",NA
"1124","FR3126",NA,"2004","France","Europe","ptxP3/fim3-1","This study",NA
"1125","FR3133",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1126","FR3134",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1127","FR3140",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1128","FR3143",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1129","FR3144",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1130","FR3146",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1131","FR3147",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1132","FR3150",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1133","FR3153",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1134","FR3156",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1135","FR3159",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1136","FR3160",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1137","FR3161",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1138","FR3163",NA,"2004","France","Europe","ptxP3/fim3-1","This study",NA
"1139","FR3165",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1140","FR3166",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1141","FR3172",NA,"2004","France","Europe","ptxP3/fim3-2","This study",NA
"1142","FR3176",NA,"2004","France","Europe","ptxP3/fim3-1","This study",NA
"1143","FR3282",NA,"2005","France","Europe","ptxP3/fim3-2","This study",NA
"1144","FR3320",NA,"2005","France","Europe","ptxP3/fim3-2","This study",NA
"1145","FR3335",NA,"2005","France","Europe","ptxP3/fim3-1","This study",NA
"1146","FR3425",NA,"2005","France","Europe","ptxP3/fim3-2","This study",NA
"1147","FR3426",NA,"2005","France","Europe","ptxP3/fim3-1","This study",NA
"1148","FR3428",NA,"2005","France","Europe","ptxP3/fim3-1","This study",NA
"1149","FR3429",NA,"2005","France","Europe","ptxP3/fim3-1","This study",NA
"1150","FR3430",NA,"2005","France","Europe","ptxP3/fim3-2","This study",NA
"1151","FR3431",NA,"2005","France","Europe","ptxP3/fim3-2","This study",NA
"1152","FR3432",NA,"2005","France","Europe","ptxP3/fim3-2","This study",NA
"1153","FR3434",NA,"2005","France","Europe","ptxP3/fim3-2","This study",NA
"1154","FR3435",NA,"2005","France","Europe","ptxP3/fim3-2","This study",NA
"1155","FR3469",NA,"2005","France","Europe","ptxP3/fim3-2","This study",NA
"1156","FR3524",NA,"2006","France","Europe","ptxP3/fim3-1","This study",NA
"1157","FR3535",NA,"2006","France","Europe","ptxP3/fim3-2","This study",NA
"1158","FR3538",NA,"2006","France","Europe","ptxP3/fim3-2","This study",NA
"1159","FR3713",NA,"2007","France","Europe","ptxP3/fim3-1","This study",NA
"1160","FR3732",NA,"2007","France","Europe","ptxP3/fim3-2","This study",NA
"1161","FR3764",NA,"2007","France","Europe","ptxP3/fim3-2","This study",NA
"1162","FR3765",NA,"2007","France","Europe","ptxP3/fim3-2","This study",NA
"1163","FR3766",NA,"2007","France","Europe","ptxP3/fim3-2","This study",NA
"1164","FR3767",NA,"2007","France","Europe","ptxP3/fim3-2","This study",NA
"1165","FR3769",NA,"2007","France","Europe","ptxP3/fim3-1","This study",NA
"1166","FR3770",NA,"2007","France","Europe","ptxP3/fim3-1","This study",NA
"1167","FR3771",NA,"2007","France","Europe","ptxP3/fim3-1","This study",NA
"1168","FR3773",NA,"2007","France","Europe","ptxP3/fim3-2","This study",NA
"1169","FR3866",NA,"2008","France","Europe","ptxP3/fim3-1","This study",NA
"1170","FR3918",NA,"2008","France","Europe","ptxP3/fim3-2","This study",NA
"1171","FR3920",NA,"2008","France","Europe","ptxP3/fim3-2","This study",NA
"1172","FR3921",NA,"2008","France","Europe","ptxP3/fim3-1","This study",NA
"1173","FR3924",NA,"2008","France","Europe","ptxP3/fim3-2","This study",NA
"1174","FR3933",NA,"2008","France","Europe","ptxP3/fim3-2","This study",NA
"1175","FR3934",NA,"2008","France","Europe","ptxP3/fim3-2","This study",NA
"1176","FR3942",NA,"2008","France","Europe","ptxP3/fim3-2","This study",NA
"1177","FR3978",NA,"2008","France","Europe","ptxP3/fim3-1","This study",NA
"1178","FR3979",NA,"2008","France","Europe","ptxP3/fim3-1","This study",NA
"1179","FR4036",NA,"2009","France","Europe","ptxP3/fim3-2","This study",NA
"1180","FR4062",NA,"2009","France","Europe","ptxP3/fim3-2","This study",NA
"1181","FR4104",NA,"2009","France","Europe","ptxP3/fim3-2","This study",NA
"1182","FR4110",NA,"2009","France","Europe","ptxP3/fim3-2","This study",NA
"1183","FR4111",NA,"2009","France","Europe","ptxP3/fim3-2","This study",NA
"1184","FR4113",NA,"2009","France","Europe","ptxP3/fim3-2","This study",NA
"1185","FR4119",NA,"2009","France","Europe","ptxP3/fim3-2","This study",NA
"1186","FR4193",NA,"2009","France","Europe","ptxP3/fim3-2","This study",NA
"1187","FR4577",NA,"2009","France","Europe","ptxP3/fim3-1","This study",NA
"1188","FR4595",NA,"2009","France","Europe","ptxP3/fim3-1","This study",NA
"1189","FR4627",NA,"2009","France","Europe","ptxP3/fim3-2","This study",NA
"1190","FR6756",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1191","FR6760",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1192","FR6776",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1193","FR6777",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1194","FR6779",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1195","FR6780",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1196","FR6781",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1197","FR6783",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1198","FR6784",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1199","FR6785",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1200","FR6787",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1201","FR6790",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1202","FR6791",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1203","FR6792",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1204","FR6795",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1205","FR6796",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1206","FR6797",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1207","FR6799",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1208","FR6800",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1209","FR6801",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1210","FR6802",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1211","FR6804",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1212","FR6807",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1213","FR6812",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1214","FR6813",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1215","FR6817",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1216","FR6821",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1217","FR6822",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1218","FR6835",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1219","FR6836",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1220","FR6841",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1221","FR6842",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1222","FR6843",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1223","FR6844",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1224","FR6845",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1225","FR6846",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1226","FR6851",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1227","FR6853",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1228","FR6854",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1229","FR6856",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1230","FR6857",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1231","FR6863",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1232","FR6891",NA,"2019","France","Europe","ptxP3/fim3-2","This study",NA
"1233","FR6895",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1234","FR6899",NA,"2019","France","Europe","ptxP3/fim3-1","This study",NA
"1235","FR6901",NA,"2020","France","Europe","ptxP3/fim3-2","This study",NA
"1236","FR6902",NA,"2020","France","Europe","ptxP3/fim3-2","This study",NA
"1237","FR6912",NA,"2020","France","Europe","ptxP3/fim3-2","This study",NA
"1238","FR6913",NA,"2020","France","Europe","ptxP3/fim3-1","This study",NA
"1239","FR6915",NA,"2020","France","Europe","ptxP3/fim3-2","This study",NA
"1240","FR6916",NA,"2020","France","Europe","ptxP3/fim3-2","This study",NA
"1241","FR6917",NA,"2020","France","Europe","ptxP3/fim3-2","This study",NA
"1242","FR6920",NA,"2020","France","Europe","ptxP3/fim3-1","This study",NA
"1243","FR6922",NA,"2020","France","Europe","ptxP3/fim3-1","This study",NA
"1244","FR6925",NA,"2020","France","Europe","ptxP3/fim3-2","This study",NA
"1245","FR6930",NA,"2020","France","Europe","ptxP3/fim3-2","This study",NA
"1246","FR7016",NA,"2022","France","Europe","ptxP3/fim3-1","This study",NA
"1247","FR7039",NA,"2022","France","Europe","ptxP3/fim3-1","This study",NA
"1248","Tohama","NC_002929.2",NA,NA,NA,"ptxP1/fim3-1","NCBI",1954
